tweet_id,favorites,retweets,user_followers,user_favourites,date_time
884162670584377345,18434,2589,9006261,145403,2017-07-09 21:29:42+00:00
883838122936631299,19713,2964,9006261,145403,2017-07-09 00:00:04+00:00
883482846933004288,41364,8565,9006261,145403,2017-07-08 00:28:19+00:00
883360690899218434,20485,3189,9006261,145403,2017-07-07 16:22:55+00:00
883117836046086144,33489,5732,9006261,145403,2017-07-07 00:17:54+00:00
882992080364220416,21567,3344,9006261,145403,2017-07-06 15:58:11+00:00
882762694511734784,25487,4234,9006261,145403,2017-07-06 00:46:41+00:00
882627270321602560,25295,5252,9006261,145403,2017-07-05 15:48:34+00:00
882268110199369728,40387,10024,9006261,145403,2017-07-04 16:01:23+00:00
882045870035918850,26463,4213,9006261,145403,2017-07-04 01:18:17+00:00
881906580714921986,22028,2947,9006261,145403,2017-07-03 16:04:48+00:00
881666595344535552,45806,9251,9006261,145403,2017-07-03 00:11:11+00:00
881633300179243008,113,8,9006261,145403,2017-07-02 21:58:53+00:00
881536004380872706,44683,13867,9006261,145403,2017-07-02 15:32:16+00:00
881268444196462592,21051,4613,9006261,145403,2017-07-01 21:49:04+00:00
880935762899988482,15460,2422,9006261,145403,2017-06-30 23:47:07+00:00
880872448815771648,19250,3306,9006261,145403,2017-06-30 19:35:32+00:00
880465832366813184,25689,5394,9006261,145403,2017-06-29 16:39:47+00:00
880221127280381952,24348,3599,9006261,145403,2017-06-29 00:27:25+00:00
880095782870896641,24970,3770,9006261,145403,2017-06-28 16:09:20+00:00
879862464715927552,20252,3023,9006261,145403,2017-06-28 00:42:13+00:00
879674319642796034,285,9,9006261,145403,2017-06-27 12:14:36+00:00
879492040517615616,21262,2742,9006261,145403,2017-06-27 00:10:17+00:00
879415818425184262,95500,38677,9006261,145403,2017-06-26 19:07:24+00:00
879376492567855104,15247,2720,9006261,145403,2017-06-26 16:31:08+00:00
879130579576475649,0,5929,9006261,145403,2017-06-26 00:13:58+00:00
879050749262655488,20386,4084,9006261,145403,2017-06-25 18:56:45+00:00
879008229531029506,17208,2328,9006261,145403,2017-06-25 16:07:47+00:00
878776093423087618,17561,3569,9006261,145403,2017-06-25 00:45:22+00:00
878604707211726852,27157,6133,9006261,145403,2017-06-24 13:24:20+00:00
878404777348136964,0,1107,9006261,145403,2017-06-24 00:09:53+00:00
878316110768087041,0,5738,9006261,145403,2017-06-23 18:17:33+00:00
878281511006478336,6990,1107,9006261,145403,2017-06-23 16:00:04+00:00
878057613040115712,38121,5929,9006261,145403,2017-06-23 01:10:23+00:00
877736472329191424,71365,16410,9006261,145403,2017-06-22 03:54:17+00:00
877611172832227328,0,70,9006261,145403,2017-06-21 19:36:23+00:00
877556246731214848,20520,3290,9006261,145403,2017-06-21 15:58:08+00:00
877316821321428993,24847,4519,9006261,145403,2017-06-21 00:06:44+00:00
877201837425926144,24516,4824,9006261,145403,2017-06-20 16:29:50+00:00
876838120628539392,18745,2900,9006261,145403,2017-06-19 16:24:33+00:00
876537666061221889,21553,4102,9006261,145403,2017-06-18 20:30:39+00:00
876484053909872640,17025,2065,9006261,145403,2017-06-18 16:57:37+00:00
876120275196170240,25374,4049,9006261,145403,2017-06-17 16:52:05+00:00
875747767867523072,22785,3725,9006261,145403,2017-06-16 16:11:53+00:00
875144289856114688,19903,4270,9006261,145403,2017-06-15 00:13:52+00:00
875097192612077568,24913,5307,9006261,145403,2017-06-14 21:06:43+00:00
875021211251597312,23169,4113,9006261,145403,2017-06-14 16:04:48+00:00
874680097055178752,25243,4050,9006261,145403,2017-06-13 17:29:20+00:00
874434818259525634,0,12653,9006261,145403,2017-06-13 01:14:41+00:00
874296783580663808,23673,3611,9006261,145403,2017-06-12 16:06:11+00:00
874057562936811520,20679,3486,9006261,145403,2017-06-12 00:15:36+00:00
874012996292530176,30983,8900,9006261,145403,2017-06-11 21:18:31+00:00
873580283840344065,22022,3435,9006261,145403,2017-06-10 16:39:04+00:00
873337748698140672,0,1381,9006261,145403,2017-06-10 00:35:19+00:00
873213775632977920,6506,1381,9006261,145403,2017-06-09 16:22:42+00:00
872967104147763200,24749,4717,9006261,145403,2017-06-09 00:02:31+00:00
872820683541237760,13406,3255,9006261,145403,2017-06-08 14:20:41+00:00
872620804844003328,18855,3179,9006261,145403,2017-06-08 01:06:27+00:00
872486979161796608,37096,7975,9006261,145403,2017-06-07 16:14:40+00:00
872122724285648897,31128,7099,9006261,145403,2017-06-06 16:07:15+00:00
871879754684805121,34099,9578,9006261,145403,2017-06-06 00:01:46+00:00
871762521631449091,18397,3064,9006261,145403,2017-06-05 16:15:56+00:00
871515927908634625,18382,3043,9006261,145403,2017-06-04 23:56:03+00:00
871166179821445120,0,5032,9006261,145403,2017-06-04 00:46:17+00:00
871102520638267392,19063,4846,9006261,145403,2017-06-03 20:33:19+00:00
871032628920680449,20722,3342,9006261,145403,2017-06-03 15:55:36+00:00
870804317367881728,30641,5436,9006261,145403,2017-06-03 00:48:22+00:00
870726314365509632,109,3,9006261,145403,2017-06-02 19:38:25+00:00
870656317836468226,11188,2279,9006261,145403,2017-06-02 15:00:16+00:00
870374049280663552,76032,23503,9006261,145403,2017-06-01 20:18:38+00:00
870308999962521604,20010,3652,9006261,145403,2017-06-01 16:00:09+00:00
870063196459192321,33293,7313,9006261,145403,2017-05-31 23:43:25+00:00
869772420881756160,38961,8966,9006261,145403,2017-05-31 04:27:59+00:00
869702957897576449,25744,5550,9006261,145403,2017-05-30 23:51:58+00:00
869596645499047938,14598,2730,9006261,145403,2017-05-30 16:49:31+00:00
869227993411051520,18646,3319,9006261,145403,2017-05-29 16:24:37+00:00
868880397819494401,59631,12694,9006261,145403,2017-05-28 17:23:24+00:00
868639477480148993,0,1816,9006261,145403,2017-05-28 01:26:04+00:00
868622495443632128,24299,4655,9006261,145403,2017-05-28 00:18:35+00:00
868552278524837888,9228,1816,9006261,145403,2017-05-27 19:39:34+00:00
867900495410671616,22168,3700,9006261,145403,2017-05-26 00:29:37+00:00
867774946302451713,31071,6470,9006261,145403,2017-05-25 16:10:44+00:00
867421006826221569,14719,2196,9006261,145403,2017-05-24 16:44:18+00:00
867072653475098625,0,106,9006261,145403,2017-05-23 17:40:04+00:00
867051520902168576,29476,6999,9006261,145403,2017-05-23 16:16:06+00:00
866720684873056260,18313,4263,9006262,145403,2017-05-22 18:21:28+00:00
866686824827068416,17616,3065,9006262,145403,2017-05-22 16:06:55+00:00
866450705531457537,111938,31337,9006262,145403,2017-05-22 00:28:40+00:00
866334964761202691,47945,12653,9006262,145403,2017-05-21 16:48:45+00:00
866094527597207552,0,7435,9006262,145403,2017-05-21 00:53:21+00:00
865718153858494464,23596,5013,9006262,145403,2017-05-19 23:57:46+00:00
865359393868664832,24264,4442,9006262,145403,2017-05-19 00:12:11+00:00
865006731092295680,25761,6891,9006262,145403,2017-05-18 00:50:50+00:00
864873206498414592,29589,7745,9006262,145403,2017-05-17 16:00:15+00:00
864279568663928832,13425,2679,9006262,145403,2017-05-16 00:41:21+00:00
864197398364647424,27459,7859,9006262,145403,2017-05-15 19:14:50+00:00
863907417377173506,18965,3710,9006262,145403,2017-05-15 00:02:33+00:00
863553081350529029,14030,3752,9006262,145403,2017-05-14 00:34:33+00:00
863471782782697472,0,2155,9006262,145403,2017-05-13 19:11:30+00:00
863432100342583297,21937,4704,9006262,145403,2017-05-13 16:33:49+00:00
863427515083354112,2018,84,9006262,145403,2017-05-13 16:15:35+00:00
863079547188785154,8091,991,9006262,145403,2017-05-12 17:12:53+00:00
863062471531167744,7744,2155,9006262,145403,2017-05-12 16:05:02+00:00
862831371563274240,17661,4604,9006262,145403,2017-05-12 00:46:44+00:00
862722525377298433,15760,3193,9006262,145403,2017-05-11 17:34:13+00:00
862457590147678208,18779,4400,9006262,145403,2017-05-11 00:01:27+00:00
862096992088072192,68187,20720,9006262,145403,2017-05-10 00:08:34+00:00
861383897657036800,33236,9616,9006262,145403,2017-05-08 00:54:59+00:00
861288531465048066,15816,3712,9006262,145403,2017-05-07 18:36:02+00:00
861005113778896900,15427,3443,9006262,145403,2017-05-06 23:49:50+00:00
860981674716409858,0,1919,9006262,145403,2017-05-06 22:16:42+00:00
860924035999428608,0,703,9006262,145403,2017-05-06 18:27:40+00:00
860563773140209665,6919,1919,9006262,145403,2017-05-05 18:36:06+00:00
860524505164394496,21847,4765,9006262,145403,2017-05-05 16:00:04+00:00
860276583193509888,17053,3167,9006262,145403,2017-05-04 23:34:55+00:00
860184849394610176,15407,5281,9006262,145403,2017-05-04 17:30:24+00:00
860177593139703809,0,27787,9006262,145403,2017-05-04 17:01:34+00:00
859924526012018688,18155,3695,9006262,145403,2017-05-04 00:15:58+00:00
859851578198683649,14332,3180,9006262,145403,2017-05-03 19:26:06+00:00
859607811541651456,17281,1401,9006262,145403,2017-05-03 03:17:27+00:00
859196978902773760,82934,27219,9006262,145403,2017-05-02 00:04:57+00:00
859074603037188101,31294,12360,9006262,145403,2017-05-01 15:58:40+00:00
858860390427611136,0,7340,9006262,145403,2017-05-01 01:47:28+00:00
858843525470990336,14503,3135,9006262,145403,2017-05-01 00:40:27+00:00
858471635011153920,20058,4413,9006262,145403,2017-04-30 00:02:42+00:00
858107933456039936,14635,2621,9006262,145403,2017-04-28 23:57:28+00:00
857989990357356544,14918,2342,9006262,145403,2017-04-28 16:08:49+00:00
857746408056729600,31740,9663,9006262,145403,2017-04-28 00:00:54+00:00
857393404942143489,5471,1486,9006262,145403,2017-04-27 00:38:11+00:00
857263160327368704,18720,4113,9006262,145403,2017-04-26 16:00:39+00:00
857214891891077121,208,16,9006262,145403,2017-04-26 12:48:51+00:00
857062103051644929,0,154,9006262,145403,2017-04-26 02:41:43+00:00
857029823797047296,17541,3628,9006262,145403,2017-04-26 00:33:27+00:00
856543823941562368,15277,2634,9006262,145403,2017-04-24 16:22:16+00:00
856526610513747968,11132,1716,9006262,145403,2017-04-24 15:13:52+00:00
856330835276025856,0,613,9006262,145403,2017-04-24 02:15:55+00:00
856288084350160898,492,15,9006262,145403,2017-04-23 23:26:03+00:00
856282028240666624,25962,5774,9006262,145403,2017-04-23 23:01:59+00:00
855862651834028034,312,22,9006262,145403,2017-04-22 19:15:32+00:00
855860136149123072,4570,882,9006262,145403,2017-04-22 19:05:32+00:00
855857698524602368,11126,1930,9006262,145403,2017-04-22 18:55:51+00:00
855851453814013952,43032,16629,9006262,145403,2017-04-22 18:31:02+00:00
855818117272018944,24976,4983,9006262,145403,2017-04-22 16:18:34+00:00
855459453768019968,27875,7542,9006262,145403,2017-04-21 16:33:22+00:00
855245323840757760,0,5468,9006262,145403,2017-04-21 02:22:29+00:00
855138241867124737,0,39,9006262,145403,2017-04-20 19:16:59+00:00
854732716440526848,21306,5573,9006262,145403,2017-04-19 16:25:34+00:00
854482394044301312,27385,6258,9006262,145403,2017-04-18 23:50:52+00:00
854365224396361728,17710,4309,9006262,145403,2017-04-18 16:05:17+00:00
854120357044912130,30036,6857,9006262,145403,2017-04-17 23:52:16+00:00
854010172552949760,15274,2903,9006262,145403,2017-04-17 16:34:26+00:00
853760880890318849,26854,5318,9006262,145403,2017-04-17 00:03:50+00:00
853639147608842240,32545,9227,9006262,145403,2017-04-16 16:00:07+00:00
853299958564483072,14578,3280,9006262,145403,2017-04-15 17:32:18+00:00
852936405516943360,0,1845,9006262,145403,2017-04-14 17:27:40+00:00
852912242202992640,8486,1667,9006262,145403,2017-04-14 15:51:39+00:00
852672615818899456,14073,2003,9006262,145403,2017-04-13 23:59:28+00:00
852553447878664193,15362,3234,9006262,145403,2017-04-13 16:05:56+00:00
852311364735569921,31252,9202,9006262,145403,2017-04-13 00:03:59+00:00
852226086759018497,18854,6325,9006262,145403,2017-04-12 18:25:07+00:00
852189679701164033,10861,1472,9006262,145403,2017-04-12 16:00:27+00:00
851861385021730816,0,19,9006262,145403,2017-04-11 18:15:55+00:00
851591660324737024,15403,3243,9006262,145403,2017-04-11 00:24:08+00:00
851464819735769094,22950,6543,9006262,145403,2017-04-10 16:00:07+00:00
851224888060895234,19597,5351,9006262,145403,2017-04-10 00:06:42+00:00
850753642995093505,29064,8423,9006262,145403,2017-04-08 16:54:09+00:00
850380195714523136,12432,2422,9006262,145403,2017-04-07 16:10:12+00:00
850333567704068097,3280,306,9006262,145403,2017-04-07 13:04:55+00:00
850145622816686080,15455,3521,9006262,145403,2017-04-07 00:38:06+00:00
850019790995546112,19351,4543,9006262,145403,2017-04-06 16:18:05+00:00
849776966551130114,28812,7072,9006262,145403,2017-04-06 00:13:11+00:00
849668094696017920,0,4626,9006262,145403,2017-04-05 17:00:34+00:00
849412302885593088,15093,2940,9006262,145403,2017-04-05 00:04:08+00:00
849336543269576704,10845,1757,9006262,145403,2017-04-04 19:03:06+00:00
849051919805034497,40203,7902,9006262,145403,2017-04-04 00:12:06+00:00
848690551926992896,23976,4048,9006262,145403,2017-04-03 00:16:10+00:00
848324959059550208,23521,4314,9006262,145403,2017-04-02 00:03:26+00:00
848213670039564288,7773,673,9006262,145403,2017-04-01 16:41:12+00:00
848212111729840128,15524,2818,9006262,145403,2017-04-01 16:35:01+00:00
847978865427394560,0,3044,9006262,145403,2017-04-01 01:08:10+00:00
847971574464610304,0,412,9006262,145403,2017-04-01 00:39:12+00:00
847962785489326080,22388,4755,9006262,145403,2017-04-01 00:04:17+00:00
847842811428974592,5158,1234,9005907,145403,2017-03-31 16:07:33+00:00
847617282490613760,6666,388,9006262,145403,2017-03-31 01:11:22+00:00
847606175596138505,17883,3200,9006262,145403,2017-03-31 00:27:14+00:00
847251039262605312,19538,4061,9006262,145403,2017-03-30 00:56:03+00:00
847157206088847362,18907,5453,9006262,145403,2017-03-29 18:43:12+00:00
847116187444137987,20465,2983,9006262,145403,2017-03-29 16:00:12+00:00
846874817362120707,19155,3677,9006262,145403,2017-03-29 00:01:05+00:00
846514051647705089,42431,10803,9006262,145403,2017-03-28 00:07:32+00:00
846505985330044928,13472,2871,9006262,145403,2017-03-27 23:35:28+00:00
846153765933735936,30023,8487,9006262,145403,2017-03-27 00:15:53+00:00
846139713627017216,29625,9482,9006262,145403,2017-03-26 23:20:02+00:00
846042936437604353,15251,2681,9006262,145403,2017-03-26 16:55:29+00:00
845812042753855489,27877,8155,9006262,145403,2017-03-26 01:38:00+00:00
845677943972139009,24089,4529,9006262,145403,2017-03-25 16:45:08+00:00
845397057150107648,7288,1675,9006262,145403,2017-03-24 22:08:59+00:00
845306882940190720,22277,5049,9006262,145403,2017-03-24 16:10:40+00:00
845098359547420673,0,7190,9006262,145403,2017-03-24 02:22:04+00:00
844979544864018432,13035,2392,9006262,145403,2017-03-23 18:29:57+00:00
844973813909606400,14349,2974,9006262,145403,2017-03-23 18:07:10+00:00
844580511645339650,15740,2918,9006262,145403,2017-03-22 16:04:20+00:00
844223788422217728,13091,2062,9006262,145403,2017-03-21 16:26:50+00:00
843981021012017153,14556,2794,9005907,145403,2017-03-21 00:22:10+00:00
843856843873095681,20558,4335,9006262,145403,2017-03-20 16:08:44+00:00
843604394117681152,16167,2571,9006262,145403,2017-03-19 23:25:35+00:00
843235543001513987,20587,5634,9006262,145403,2017-03-18 22:59:54+00:00
842846295480000512,14659,3436,9006262,145403,2017-03-17 21:13:10+00:00
842765311967449089,6454,1202,9006262,145403,2017-03-17 15:51:22+00:00
842535590457499648,17381,3305,9006262,145403,2017-03-17 00:38:32+00:00
842163532590374912,23410,5468,9006262,145403,2017-03-16 00:00:07+00:00
842115215311396866,13413,2855,9006262,145403,2017-03-15 20:48:07+00:00
841833993020538882,0,14125,9006262,145403,2017-03-15 02:10:39+00:00
841680585030541313,24741,7405,9006262,145403,2017-03-14 16:01:03+00:00
841439858740625411,12095,3447,9006262,145403,2017-03-14 00:04:30+00:00
841320156043304961,19012,5208,9006262,145403,2017-03-13 16:08:50+00:00
841314665196081154,15204,4383,9006262,145403,2017-03-13 15:47:01+00:00
841077006473256960,21959,5032,9006262,145403,2017-03-13 00:02:39+00:00
840761248237133825,0,1664,9006262,145403,2017-03-12 03:07:56+00:00
840728873075638272,0,15136,9006262,145403,2017-03-12 00:59:17+00:00
840698636975636481,170,2,9006262,145403,2017-03-11 22:59:09+00:00
840696689258311684,11797,915,9006262,145403,2017-03-11 22:51:24+00:00
840632337062862849,8657,1664,9006262,145403,2017-03-11 18:35:42+00:00
840370681858686976,15793,4311,9006262,145403,2017-03-11 01:15:58+00:00
840268004936019968,18470,5422,9006262,145403,2017-03-10 18:27:58+00:00
839990271299457024,12893,2143,9006262,145403,2017-03-10 00:04:21+00:00
839549326359670784,26339,7340,9006262,145403,2017-03-08 18:52:12+00:00
839290600511926273,0,137,9006262,145403,2017-03-08 01:44:07+00:00
839239871831150596,25988,6156,9006262,145403,2017-03-07 22:22:32+00:00
838952994649550848,18901,3804,9006262,145403,2017-03-07 03:22:35+00:00
838921590096166913,10708,1937,9006262,145403,2017-03-07 01:17:48+00:00
838916489579200512,0,32,9006262,145403,2017-03-07 00:57:32+00:00
838831947270979586,0,10433,9006262,145403,2017-03-06 19:21:35+00:00
838561493054533637,10556,1264,9006262,145403,2017-03-06 01:26:54+00:00
838476387338051585,21609,4506,9006262,145403,2017-03-05 19:48:43+00:00
838201503651401729,0,9533,9006262,145403,2017-03-05 01:36:26+00:00
838150277551247360,1598,314,9006262,145403,2017-03-04 22:12:52+00:00
838085839343206401,134,1,9006262,145403,2017-03-04 17:56:49+00:00
838083903487373313,16963,2948,9006262,145403,2017-03-04 17:49:08+00:00
837820167694528512,32789,7435,9006262,145403,2017-03-04 00:21:08+00:00
837482249356513284,3726,423,9006262,145403,2017-03-03 01:58:22+00:00
837471256429613056,12333,2140,9006262,145403,2017-03-03 01:14:41+00:00
837110210464448512,15470,2245,9006262,145403,2017-03-02 01:20:01+00:00
836989968035819520,12298,2186,9006262,145403,2017-03-01 17:22:13+00:00
836753516572119041,18651,4402,9006262,145403,2017-03-01 01:42:39+00:00
836677758902222849,12167,2107,9006262,145403,2017-02-28 20:41:37+00:00
836648853927522308,0,524,9006262,145403,2017-02-28 18:46:45+00:00
836397794269200385,0,26108,9006262,145403,2017-02-28 02:09:08+00:00
836380477523124226,14277,2842,9006262,145403,2017-02-28 01:00:19+00:00
836260088725786625,20564,4111,9006262,145403,2017-02-27 17:01:56+00:00
836001077879255040,18402,4057,9006262,145403,2017-02-26 23:52:43+00:00
835685285446955009,0,7729,9006262,145403,2017-02-26 02:57:52+00:00
835574547218894849,17164,3430,9006262,145403,2017-02-25 19:37:50+00:00
835536468978302976,0,1604,9006262,145403,2017-02-25 17:06:32+00:00
835309094223372289,0,19902,9006262,145403,2017-02-25 02:03:02+00:00
835297930240217089,15903,2840,9006262,145403,2017-02-25 01:18:40+00:00
835264098648616962,7456,1604,9006262,145403,2017-02-24 23:04:14+00:00
835246439529840640,2031,68,9006262,145403,2017-02-24 21:54:03+00:00
835172783151792128,25261,5476,9006262,145403,2017-02-24 17:01:22+00:00
835152434251116546,21578,2857,9006262,145403,2017-02-24 15:40:31+00:00
834931633769889797,10415,1541,9006262,145403,2017-02-24 01:03:08+00:00
834786237630337024,20730,5272,9006262,145403,2017-02-23 15:25:23+00:00
834574053763584002,13175,2395,9006262,145403,2017-02-23 01:22:14+00:00
834477809192075265,0,10134,9006262,145403,2017-02-22 18:59:48+00:00
834458053273591808,9290,1595,9006262,145403,2017-02-22 17:41:18+00:00
834209720923721728,19845,4510,9006262,145403,2017-02-22 01:14:30+00:00
834167344700198914,15284,3495,9006262,145403,2017-02-21 22:26:07+00:00
834089966724603904,9691,2038,9006262,145403,2017-02-21 17:18:39+00:00
834086379323871233,12619,2105,9006262,145403,2017-02-21 17:04:24+00:00
833863086058651648,12987,2290,9006262,145403,2017-02-21 02:17:06+00:00
833826103416520705,17543,3591,9006262,145403,2017-02-20 23:50:09+00:00
833732339549220864,0,211,9006262,145403,2017-02-20 17:37:34+00:00
833722901757046785,20190,3097,9006262,145403,2017-02-20 17:00:04+00:00
833479644947025920,14395,1944,9006262,145403,2017-02-20 00:53:27+00:00
833124694597443584,19552,4626,9006262,145403,2017-02-19 01:23:00+00:00
832998151111966721,12809,2099,9006262,145403,2017-02-18 17:00:10+00:00
832769181346996225,0,38,9006262,145403,2017-02-18 01:50:19+00:00
832757312314028032,16323,3454,9006262,145403,2017-02-18 01:03:09+00:00
832682457690300417,11495,2777,9006262,145403,2017-02-17 20:05:43+00:00
832645525019123713,2823,510,9006262,145403,2017-02-17 17:38:57+00:00
832636094638288896,15361,2657,9006262,145403,2017-02-17 17:01:29+00:00
832397543355072512,11575,2111,9006262,145403,2017-02-17 01:13:34+00:00
832369877331693569,16612,3044,9006262,145403,2017-02-16 23:23:38+00:00
832273440279240704,10976,2234,9006262,145403,2017-02-16 17:00:25+00:00
832215909146226688,0,5941,9006262,145403,2017-02-16 13:11:49+00:00
832215726631055365,0,8905,9006262,145403,2017-02-16 13:11:05+00:00
832088576586297345,60,2,9006262,145403,2017-02-16 04:45:50+00:00
832040443403784192,0,9150,9006262,145403,2017-02-16 01:34:34+00:00
832032802820481025,17263,4448,9006262,145403,2017-02-16 01:04:13+00:00
831939777352105988,23187,5858,9006262,145403,2017-02-15 18:54:34+00:00
831926988323639298,325,34,9006262,145403,2017-02-15 18:03:45+00:00
831911600680497154,26630,6213,9006262,145403,2017-02-15 17:02:36+00:00
831670449226514432,10093,1738,9006262,145403,2017-02-15 01:04:21+00:00
831650051525054464,6890,1845,9006262,145403,2017-02-14 23:43:18+00:00
831552930092285952,8688,2234,9006262,145403,2017-02-14 17:17:22+00:00
831322785565769729,9004,1488,9006262,145403,2017-02-14 02:02:51+00:00
831315979191906304,6328,1067,9006262,145403,2017-02-14 01:35:49+00:00
831309418084069378,11417,2356,9006262,145403,2017-02-14 01:09:44+00:00
831262627380748289,11506,1957,9006262,145403,2017-02-13 22:03:49+00:00
830956169170665475,7720,1426,9006262,145403,2017-02-13 01:46:03+00:00
830583320585068544,64472,15974,9006262,145403,2017-02-12 01:04:29+00:00
830173239259324417,0,5424,9006262,145403,2017-02-10 21:54:58+00:00
830097400375152640,9429,2803,9006262,145403,2017-02-10 16:53:37+00:00
829878982036299777,0,4789,9006262,145403,2017-02-10 02:25:42+00:00
829861396166877184,11876,1853,9006262,145403,2017-02-10 01:15:49+00:00
829501995190984704,30739,10134,9006262,145403,2017-02-09 01:27:41+00:00
829449946868879360,10146,1925,9006262,145403,2017-02-08 22:00:52+00:00
829141528400556032,23591,7017,9006262,145403,2017-02-08 01:35:19+00:00
829011960981237760,51698,15681,9006262,145403,2017-02-07 17:00:28+00:00
828801551087042563,0,3265,9006262,145403,2017-02-07 03:04:22+00:00
828770345708580865,24792,5605,9006262,145403,2017-02-07 01:00:22+00:00
828708714936930305,35348,10728,9006262,145403,2017-02-06 20:55:28+00:00
828650029636317184,9220,1283,9006262,145403,2017-02-06 17:02:17+00:00
828409743546925057,6166,1112,9006262,145403,2017-02-06 01:07:28+00:00
828408677031882754,7447,1234,9006262,145403,2017-02-06 01:03:14+00:00
828381636999917570,12209,2133,9006262,145403,2017-02-05 23:15:47+00:00
828376505180889089,7168,1026,9006262,145403,2017-02-05 22:55:23+00:00
828372645993398273,12206,2804,9006262,145403,2017-02-05 22:40:03+00:00
828361771580813312,2112,170,9006262,145403,2017-02-05 21:56:51+00:00
828046555563323392,11386,2753,9006262,145403,2017-02-05 01:04:17+00:00
828011680017821696,10053,2067,9006262,145403,2017-02-04 22:45:42+00:00
827933404142436356,19443,5025,9006262,145403,2017-02-04 17:34:40+00:00
827653905312006145,15039,2902,9006262,145403,2017-02-03 23:04:02+00:00
827600520311402496,7263,896,9006262,145403,2017-02-03 19:31:54+00:00
827324948884643840,15367,2906,9006262,145403,2017-02-03 01:16:53+00:00
827199976799354881,10269,2127,9006262,145403,2017-02-02 17:00:17+00:00
826958653328592898,20900,4789,9006262,145403,2017-02-02 01:01:21+00:00
826848821049180160,35079,9722,9006262,145403,2017-02-01 17:44:55+00:00
826615380357632002,0,3816,9006262,145403,2017-02-01 02:17:19+00:00
826598799820865537,4974,238,9006262,145403,2017-02-01 01:11:25+00:00
826598365270007810,9711,2253,9006262,145403,2017-02-01 01:09:42+00:00
826476773533745153,17858,4028,9006262,145403,2017-01-31 17:06:32+00:00
826240494070030336,12879,2507,9006262,145403,2017-01-31 01:27:39+00:00
826204788643753985,4734,881,9006262,145403,2017-01-30 23:05:46+00:00
826115272272650244,15175,2980,9006262,145403,2017-01-30 17:10:04+00:00
825876512159186944,10168,1787,9006262,145403,2017-01-30 01:21:19+00:00
825829644528148480,12371,2410,9006262,145403,2017-01-29 22:15:05+00:00
